"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"The Age of Adaline ",112,"Lee Toland Krieger",43,"Harrison Ford",11000,"Michiel Huisman",2000,"Ellen Burstyn",1000,214,209,93767,15327,34000,"hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california",1,"Color","Drama|Fantasy|Romance",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1",42478175,2.5e+07,7.2
"The Firm ",154,"Sydney Pollack",521,"Tom Cruise",10000,"Holly Hunter",1000,"Wilford Brimley",957,56,142,88844,14244,0,"bar|fbi|law|law firm|lawyer",0,"Color","Drama|Mystery|Thriller",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1",158348400,4.2e+07,6.8
"The Night Listener ",81,"Patrick Stettner",5,"Robin Williams",49000,"Joe Morton",780,"Rory Culkin",710,125,156,13086,50831,576,"boy|radio show|social worker|telephone|wisconsin",0,"Color","Crime|Mystery|Thriller",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1",7825820,4e+06,5.9
"Down to Earth ",87,"Chris Weitz",129,"Chazz Palminteri",979,"Mark Addy",891,"Wanda Sykes",560,61,122,19079,2911,602,"angel|butler|heaven|manhattan new york city|reincarnation",1,"Color","Comedy|Fantasy",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1",64172251,3e+07,5.4
"The Cold Light of Day ",93,"Mabrouk El Mechri",19,"Henry Cavill",15000,"Bruce Willis",13000,"Óscar Jaenada",619,119,113,28629,30134,0,"driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing",3,"Color","Action|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1",3749061,2e+07,4.9
"Lucky Break ",107,"Peter Cattaneo",11,"James Nesbitt",773,"Olivia Williams",766,"Peter McNamara",419,47,34,1940,2440,30,"escape|prison|prison escape|sadism|solitary confinement",0,"Color","Comedy|Crime|Romance",2001,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1",54606,6e+06,6.2
"Letters to Juliet ",105,"Gary Winick",56,"Vanessa Redgrave",898,"Marcia DeBonis",60,"Luisa Ranieri",22,159,156,74630,1026,13000,"chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy",1,"Color","Comedy|Drama|Romance",2010,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1",53021560,3e+07,6.5
"Do the Right Thing ",120,"Spike Lee",0,"Ruby Dee",782,"John Savage",652,"Danny Aiello",388,103,418,59524,2892,0,"black militant|frustration|pizza|pizza parlor|pizzeria",2,"Color","Drama",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1",27545445,6500000,7.9
"Saw 3D: The Final Chapter ",90,"Kevin Greutert",52,"Costas Mandylor",723,"Gina Holden",346,"Betsy Russell",298,178,279,67978,1978,12000,"blood splatter|self help guru|sequel|support group|survivor",0,"Color","Horror|Mystery",2010,"English","Canada","R",1.85,"http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1",45670855,2e+07,5.6
"The Hotel New Hampshire ",109,"Tony Richardson",62,"Joely Richardson",584,"Beau Bridges",552,"Nastassja Kinski",518,9,61,6595,2024,345,"football|hotel|teenage girl|terrorist|wien",0,"Color","Comedy|Drama|Romance",1984,"English","UK","R",1.85,"http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1",5100000,7500000,6
"The Big Hit ",91,"Kirk Wong",6,"Bokeem Woodbine",904,"Elliott Gould",471,"Antonio Sabato Jr.",459,57,168,24834,3353,934,"hitman|kidnapping|kosher|vhs|video store",5,"Color","Action|Comedy|Crime|Thriller",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1",27052167,1.3e+07,6.1
"Fear and Loathing in Las Vegas ",118,"Terry Gilliam",0,"Johnny Depp",40000,"Michael Jeter",693,"Ellen Barkin",551,156,648,213226,43105,15000,"american dream|convertible|drugs|journalist|lawyer",0,"Color","Adventure|Comedy|Drama",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1",10562387,18500000,7.7
"The Pianist ",150,"Roman Polanski",2000,"Emilia Fox",396,"Frank Finlay",338,"Ed Stoppard",95,193,761,497946,1075,21000,"ghetto|holocaust|jewish|piano|warsaw ghetto",0," Black and White","Biography|Drama|War",2002,"English","France","R",1.85,"http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1",32519322,3.5e+07,8.5
"Paper Towns ",109,"Jake Schreier",14,"Nat Wolff",733,"Cara Delevingne",558,"Meg Crosbie",376,191,160,63390,2753,0,"based on novel|female neighbor|friendship|travel|trip",2,"Color","Drama|Mystery|Romance",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1",31990064,1.2e+07,6.4
"Sky High ",100,"Mike Mitchell",31,"Michael Angarano",947,"Kelly Preston",742,"Nicholas Braun",591,127,217,61321,2968,0,"coming of age|friend|high school|sidekick|superpower",3,"Color","Adventure|Comedy|Family|Sci-Fi",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1",63939454,3.5e+07,6.2
"Home ",94,"Tim Johnson",12,"Jim Parsons",17000,"Matt Jones",523,"April Winchell",183,165,214,70121,17883,26000,"alien friendship|alien invasion|australia|flying car|mother daughter relationship",0,"Color","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi",2015,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1",177343675,1.35e+08,6.7
"Beloved ",172,"Jonathan Demme",438,"Oprah Winfrey",852,"Kimberly Elise",637,"Hill Harper",466,78,207,6082,2397,853,"farm|freedom|ohio|slavery|spirit",1,"Color","Drama|History|Horror",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1",22843047,5.5e+07,5.9
"Sideways ",126,"Alexander Payne",729,"Virginia Madsen",912,"Patrick Gallagher",306,"M.C. Gainey",284,285,835,149966,2170,0,"actor|california|teacher|wine|writer",0,"Color","Adventure|Comedy|Drama|Romance",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1",71502303,1.2e+07,7.5
"Brother ",114,"Takeshi Kitano",0,"Omar Epps",865,"Tatyana Ali",685,"James Shigeta",403,81,133,18520,2126,0,"gang|gangster|subjective camera|written and directed by cast member|yakuza",0,"Color","Crime|Drama|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1",447750,1e+07,7.2
"Larry the Cable Guy: Health Inspector ",89,"Trent Cooper",0,"Thomas F. Wilson",690,"Larry the Cable Guy",400,"Megyn Price",323,37,112,9104,2135,110,"diner|food poisoning|health inspector|restaurant|undercover",2,"Color","Comedy|Romance",2006,"English","USA","PG-13",1.33,"http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1",15655665,4e+06,3.1
"There's Something About Mary ",107,"Bobby Farrelly",101,"Sarah Silverman",931,"Lin Shaye",852,"Richard Tyson",743,171,611,247289,4664,0,"accident|curtain call|dream girl|high school|prom",1,"Color","Comedy|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1",176483808,2.3e+07,7.1
"3000 Miles to Graceland ",125,"Demian Lichtenstein",11,"Jon Lovitz",11000,"Bokeem Woodbine",904,"Ice-T",867,113,399,38076,14536,0,"casino|elvis impersonator|gun|heist|rascal",2,"Color","Action|Comedy|Crime|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1",15738632,4.2e+07,5.9
"Stardust ",127,"Matthew Vaughn",905,"Henry Cavill",15000,"David Kelly",588,"Nathaniel Parker",271,228,492,212085,16034,15000,"king|magic|one word title|pirate|village",8,"Color","Adventure|Family|Fantasy|Romance",2007,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1",38345403,7e+07,7.7
"Rocky ",145,"John G. Avildsen",80,"Sylvester Stallone",13000,"Burgess Meredith",1000,"Carl Weathers",794,141,542,375240,16094,0,"boxer|hometown hero|philadelphia pennsylvania|protective male|training",0,"Color","Drama|Sport",1976,"English","USA","PG",1.33,"http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1",117235247,960000,8.1
"Teenage Mutant Ninja Turtles ",101,"Jonathan Liebesman",473,"Noel Fisher",833,"Danny Woodburn",809,"Jeremy Howard",429,348,491,167085,2690,62000,"18 wheeler|mutant|ninja|sewer|turtle",0,"Color","Action|Adventure|Comedy|Sci-Fi",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1",190871240,1.25e+08,5.9
"Patch Adams ",115,"Tom Shadyac",293,"Robin Williams",49000,"Philip Seymour Hoffman",22000,"Monica Potter",878,55,375,80580,74382,0,"doctor|hospital|mental institution|nurse|student",1,"Color","Biography|Comedy|Drama|Romance",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1",135014968,5e+07,6.7
"Baby's Day Out ",99,"Patrick Read Johnson",32,"Joe Mantegna",1000,"Lara Flynn Boyle",619,"Cynthia Nixon",479,22,78,33186,2949,0,"baby|baby boy|kidnapping|kidnapping a child|taxi",1,"Color","Adventure|Comedy|Crime|Drama|Family",1994,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1",16671505,5e+07,5.9
"Joy Ride ",97,"John Dahl",131,"Paul Walker",23000,"Jessica Bowman",81,"Dell Yount",62,140,339,53415,23242,0,"embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver",2,"Color","Mystery|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1",21973182,2.3e+07,6.6
"Knight and Day ",117,"James Mangold",446,"Tom Cruise",10000,"Marc Blucas",973,"Jordi Mollà",877,283,348,148280,12731,11000,"chase|fbi|garage|spy|surveillance",0,"Color","Action|Comedy|Romance",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1",76418654,1.17e+08,6.3
"Dazed and Confused ",102,"Richard Linklater",0,"Milla Jovovich",14000,"Adam Goldberg",1000,"Cole Hauser",787,152,408,120036,18643,10000,"football|hazing|high school|last day of school|pledge",1,"Color","Comedy",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1",7993039,6900000,7.7
"Thirteen Conversations About One Thing ",104,"Jill Sprecher",11,"Matthew McConaughey",11000,"Rob McElhenney",813,"Amy Irving",194,79,115,8603,12250,430,"attorney|happiness|house cleaner|physics|professor",2,"Color","Drama",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1",3287435,4500000,7.1
"The Hitchhiker's Guide to the Galaxy ",109,"Garth Jennings",37,"Zooey Deschanel",11000,"Kelly Macdonald",2000,"Thomas Lennon",651,276,1053,155745,14073,10000,"alien|friend|galaxy|hyperspace|spaceship",0,"Color","Adventure|Comedy|Sci-Fi",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1",51019112,5e+07,6.8
"Beyond the Sea ",118,"Kevin Spacey",18000,"Kevin Spacey",18000,"Bob Hoskins",5000,"Brenda Blethyn",286,113,248,12821,23689,0,"bobby darin|career|love|marriage|sandra dee",1," Black and White","Biography|Drama|Music|Musical",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1",6144806,2.3e+07,6.7
"American Desi ",100,"Piyush Dinker Pandya",0,"Purva Bedi",250,"Rizwan Manji",89,"Anil Kumar",51,9,40,1489,454,133,"college|desi|heritage|india|indian american",2,"Color","Comedy|Drama|Romance",2001,"English","USA","Unrated",1.85,"http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1",902835,250000,6.7
"Paul Blart: Mall Cop ",91,"Steve Carr",41,"Erick Avari",567,"Adhir Kalyan",402,"Allen Covert",328,167,201,84209,2954,0,"cell phone|hostage|mall|security guard|text messaging",1,"Color","Action|Comedy|Crime",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1",20819129,2.6e+07,5.2
"The Last Emperor ",219,"Bernardo Bertolucci",973,"Cary-Hiroyuki Tagawa",1000,"Joan Chen",643,"Victor Wong",400,75,133,70274,2451,0,"abdication|china|emperor|forbidden city|republic",0,"Color","Biography|Drama|History",1987,"English","China","PG-13",2.35,"http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1",43984230,2.3e+07,7.8
"Robin Hood ",156,"Ridley Scott",0,"Mark Addy",891,"William Hurt",882,"Scott Grimes",738,343,546,211765,3244,17000,"1190s|archer|england|king of england|robin hood",0,"Color","Action|Adventure|Drama|History",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1",105219735,2e+08,6.7
"The Battle of Shaker Heights ",79,"Efram Potelle",2,"Shiri Appleby",855,"Elden Henson",577,"Kathleen Quinlan",551,29,49,3806,2489,150,"bully comeuppance|high school|painter|reference to led zeppelin|wetting pants",2,"Color","Comedy|Drama|Romance",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1",279282,1e+06,6.1
"Super ",96,"James Gunn",571,"Linda Cardellini",2000,"Rainn Wilson",973,"Paul T. Taylor",370,238,203,61787,4590,19000,"drug dealer|superhero|tragedy|tragic hero|tragic love",0,"Color","Comedy|Crime|Drama",2010,"English","USA","R",1.85,"http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1",322157,2500000,6.8
"Thomas and the Magic Railroad ",85,"Britt Allcroft",2,"Mara Wilson",1000,"Colm Feore",539,"Peter Fonda",402,47,119,2855,2429,663,"locomotive|magic|mountain|railroad|steam locomotive",1,"Color","Adventure|Comedy|Drama|Family|Fantasy",2000,"English","UK","G",1.85,"http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1",15911333,1.9e+07,3.6
"Sorority Row ",101,"Stewart Hendler",10,"Julian Morris",1000,"Margo Harshman",668,"Rumer Willis",472,167,126,24012,3142,0,"prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck",2,"Color","Horror|Mystery",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1",11956207,1.6e+07,5.1
"Prom Night ",89,"Nelson McCormick",29,"Ming-Na Wen",2000,"Scott Porter",690,"Collins Pennie",458,146,260,27664,4867,1000,"friend|hotel|killer|murder|prom",0,"Color","Horror|Mystery",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1",43818159,2e+07,3.9
"The Beach ",119,"Danny Boyle",0,"Leonardo DiCaprio",29000,"Virginie Ledoyen",414,"Peter Youngblood Hills",39,118,548,176169,29461,0,"love|map|paradise|thailand|travel",0,"Color","Adventure|Drama|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1",39778599,5e+07,6.6
"We Need to Talk About Kevin ",112,"Lynne Ramsay",159,"Ezra Miller",3000,"Siobhan Fallon Hogan",294,"Ashley Gerasimovich",77,389,301,95529,3547,38000,"archery|defiance|mental illness|psychopath|toilet training",0,"Color","Drama|Thriller",2011,"English","UK","R",2.35,"http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1",1738692,7e+06,7.5
"Deconstructing Harry ",96,"Woody Allen",11000,"Woody Allen",11000,"Lynn Cohen",474,"Judy Davis",223,104,131,35586,11867,0,"marriage|novelist|panties pulled down|writer's block|writing",2,"Color","Comedy",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1",10569071,2e+07,7.4
"For Your Consideration ",86,"Christopher Guest",378,"John Michael Higgins",957,"Catherine O'Hara",925,"Ed Begley Jr.",783,144,150,12197,3535,650,"actor|internet|make up|publicist|purim",0,"Color","Comedy",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1",5542025,1.2e+07,6.3
"Death at a Funeral ",87,"Frank Oz",0,"Peter Dinklage",22000,"Ewen Bremner",557,"Kris Marshall",548,168,199,89547,24324,0,"end credits roll call|four word title|funeral|secret|uncle",0,"Color","Comedy",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1",8579684,9e+06,7.4
"JFK ",206,"Oliver Stone",0,"Sally Kirkland",433,"Jay O. Sanders",256,"Cheryl Penland",4,125,442,113472,698,0,"death|gay slur|homosexuality|investigation|president",1," Black and White","Drama|History|Thriller",1991,"English","France","R",2.35,"http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1",70405498,4e+07,8
"Cecil B. DeMented ",87,"John Waters",0,"Alicia Witt",975,"Melanie Griffith",537,"Kevin Nealon",503,90,150,11403,3059,795,"actress|drive in|female protagonist|movie star|woman shot in the forehead",2,"Color","Comedy|Crime|Thriller",2000,"English","France","R",1.85,"http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1",1276984,1e+07,6.2
"Incident at Loch Ness ",94,"Zak Penn",87,"Zak Penn",87,"Gabriel Beristain",70,"John Bailey",37,60,63,3291,256,400,"boat|director|loch ness|loch ness monster|monster",0,"Color","Adventure|Comedy|Horror",2004,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1",36830,1400000,6.6
"Cool Runnings ",98,"Jon Turteltaub",226,"Doug E. Doug",953,"Leon",730,"Malik Yoba",496,39,97,69733,2496,0,"bobsled|coach|jamaica|olympic games|olympics",1," Black and White","Adventure|Comedy|Family|Sport",1993,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1",68856263,1.5e+07,6.9
"Public Enemies ",140,"Michael Mann",0,"Johnny Depp",40000,"Christian Bale",23000,"Stephen Graham",1000,357,585,230931,64599,0,"1930s|bank|celebrity criminal|fbi|public enemy number one",1,"Color","Biography|Crime|Drama|History|Romance",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1",97030725,1e+08,7
"Jason Goes to Hell: The Final Friday ",91,"Adam Marcus",18,"Kane Hodder",935,"Leslie Jordan",805,"Erin Gray",307,112,317,19331,2899,949,"brutality|evil|jason voorhees|paranormal phenomena|terror",0,"Color","Fantasy|Horror|Thriller",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1",15935068,2500000,4.3
"Ghost Town ",102,"David Koepp",192,"Aasif Mandvi",346,"Dequina Moore",41,"Jordan Carlos",31,210,147,60516,500,0,"bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose",3,"Color","Comedy|Drama|Fantasy|Romance",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1",13214030,2e+07,6.7
"Superman III ",125,"Richard Lester",44,"Margot Kidder",593,"Robert Vaughn",542,"Jackie Cooper",420,95,224,49934,2329,0,"computer|high school|kryptonite|smallville|villain",1,"Color","Action|Comedy|Sci-Fi",1983,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1",60000000,3.9e+07,4.9
"Glee: The 3D Concert Movie ",84,"Kevin Tancharoen",64,"Lea Michele",2000,"Heather Morris",892,"Kevin McHale",748,67,21,5156,4617,0,"concert|live in concert recording|live performance",0,"Color","Documentary|Music",2011,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1",11860839,9e+06,5.4
"The Debt ",113,"John Madden",108,"Tom Wilkinson",1000,"Jesper Christensen",100,"Romi Aboulafia",22,258,165,55441,1136,0,"east berlin|kiev ukraine|mossad|nazi|nazi war criminal",3,"Color","Drama|Thriller",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1",31146570,2e+07,6.9
"Valiant ",76,"Gary Chapman",2,"Jim Broadbent",1000,"Olivia Williams",766,"Pip Torrens",72,93,80,15788,1908,538,"dove|falcon|nursing|pigeon|psychological torture",0,"Color","Adventure|Animation|Comedy|Family|War",2005,"English","UK","G",1.85,"http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1",19447478,3.5e+07,5.6
"The Jungle Book 2 ",72,"Steve Trenbirth",0,"Haley Joel Osment",3000,"Phil Collins",455,"Tony Jay",384,85,58,11634,4480,227,"dog|jungle|shot gun|tiger|village",0,"Color","Adventure|Animation|Family|Musical",2003,"English","USA","G",1.85,"http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1",47887943,2e+07,5.4
"The Blind Side ",129,"John Lee Hancock",102,"Catherine Dyer",768,"Quinton Aaron",734,"Kim Dickens",624,261,420,223127,3389,38000,"american football|based on true story|football star|high school football|left tackle",0,"Color","Biography|Drama|Sport",2009,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1",255950375,2.9e+07,7.7
"Chasing Liberty ",101,"Andy Cadiff",3,"Annabella Sciorra",448,"Stark Sands",143,"Terence Maynard",120,65,129,30092,829,0,"first daughter|photographer|prague|president|secret service agent",0,"Color","Comedy|Romance",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1",12189514,2.3e+07,6.1
"Soul Plane ",92,"Jessy Terrero",29,"Mo'Nique",939,"Snoop Dogg",881,"Tom Arnold",618,75,150,18271,3935,0,"airline|airplane|bathroom|sex|toilet",9,"Color","Comedy",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1",13922211,1.6e+07,4.4
"Hellboy II: The Golden Army ",120,"Guillermo del Toro",0,"Seth MacFarlane",3000,"Iván Kamarás",169,"Brian Steele",160,345,342,208422,3632,3000,"creature|elf|prince|rebellion|superhero",0,"Color","Action|Adventure|Fantasy|Horror|Sci-Fi",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0411477/?ref_=fn_tt_tt_1",75754670,8.5e+07,7
"Monte Carlo ",109,"Thomas Bezucha",15,"Leighton Meester",3000,"Luke Bracey",775,"Brett Cullen",350,94,44,32951,4257,6000,"cell phone|hotel|misunderstanding|monte carlo|young woman",3,"Color","Adventure|Comedy|Family|Romance",2011,"English","Hungary","PG",1.85,"http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1",23179303,2e+07,5.8
"Enemy of the State ",140,"Tony Scott",12000,"Will Smith",10000,"Jake Busey",660,"Lisa Bonet",619,81,415,188116,11951,0,"congressman|lawyer|nsa|on the run|surveillance",4,"Color","Action|Crime|Drama|Mystery|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1",111544445,9e+07,7.3
"Zookeeper ",102,"Frank Coraci",153,"Rosario Dawson",3000,"Leslie Bibb",1000,"Nicholas Turturro",269,178,127,44662,5392,0,"champagne bottle|coca cola|jewelry box|red bull|zoo",1,"Color","Comedy|Family|Romance",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1",80360866,8e+07,5.2
"Superstar ",81,"Bruce McCulloch",54,"Will Ferrell",8000,"Elaine Hendrix",670,"Molly Shannon",636,43,160,15047,10792,2000,"dancing|orphan|school|special education|student",1,"Color","Comedy|Romance",1999,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1",30628981,1.4e+07,5
"Underworld ",133,"Len Wiseman",235,"Sophia Myles",955,"Kevin Grevioux",593,"Shane Brolly",105,226,806,208092,1777,0,"blood|death|hybrid|vampire|werewolf",0,"Color","Action|Fantasy|Thriller",2003,"English","UK","R",2.35,"http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1",51483949,2.2e+07,7
"Amour ",127,"Michael Haneke",0,"Isabelle Huppert",678,"Emmanuelle Riva",432,"Jean-Louis Trintignant",319,447,190,70382,1557,33000,"aging|daughter|old couple|old love|stroke",1,"Color","Drama|Romance",2012,"French","France","PG-13",1.85,"http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1",225377,8900000,7.9
"The Hebrew Hammer ",87,"Jonathan Kesselman",4,"Judy Greer",2000,"Adam Goldberg",1000,"Tony Cox",624,35,53,4182,6227,3000,"blaxploitation|hanukkah|jewish|kwanzaa|santa claus",1," Black and White","Comedy",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1",19539,1e+06,6.2
"On the Waterfront ",108,"Elia Kazan",603,"Marlon Brando",10000,"Karl Malden",416,"Rod Steiger",279,134,281,100890,11094,0,"death|dock|longshoreman|murder|union",2," Black and White","Crime|Drama|Romance",1954,"English","USA","Not Rated",1.85,"http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1",9600000,910000,8.2
"Charlie's Angels: Full Throttle ",107,"McG",368,"Demi Moore",2000,"Bernie Mac",1000,"Justin Theroux",1000,102,554,100821,4046,0,"fbi|murder|ring|witness protection|witness protection program",0,"Color","Action|Adventure|Comedy|Crime",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1",100685880,1.2e+08,4.8
"Tank Girl ",104,"Rachel Talalay",54,"Naomi Watts",6000,"Lori Petty",923,"Jeff Kober",919,60,173,24790,9662,0,"2030s|21st century|desert|jet|tank",0,"Color","Action|Comedy|Sci-Fi",1995,"English","USA","R",2.35,"http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1",4064333,2.5e+07,5.2
"Young Frankenstein ",106,"Mel Brooks",0,"Madeline Kahn",1000,"Peter Boyle",595,"Teri Garr",481,129,315,112671,2703,14000,"assistant|castle|experiment|frankenstein's monster|scientist",0," Black and White","Comedy",1974,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1",86300000,2800000,8
"Dead Man on Campus ",96,"Alan Cohn",0,"Alyson Hannigan",3000,"Linda Cardellini",2000,"Poppy Montgomery",654,37,106,11729,6861,645,"college|college roommate|party|roommate|student",0,"Color","Comedy",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1",15062898,1.4e+07,6
"Into the Woods ",125,"Rob Marshall",252,"Johnny Depp",40000,"Meryl Streep",11000,"Anna Kendrick",10000,321,779,101178,62837,90000,"based on stage musical|cinderella|little red riding hood|singing|witch",1,"Color","Adventure|Comedy|Drama|Fantasy|Musical",2014,"English","USA","PG",2.39,"http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1",127997349,5e+07,6
"Paranormal Activity: The Marked Ones ",101,"Christopher Landon",52,"Richard Cabral",510,"Gloria Sandoval",358,"Molly Ephraim",332,220,155,31791,2161,10000,"apartment|blood|demonic possession|neighbor|pentagram",0,"Color","Fantasy|Horror|Thriller",2014,"English","USA","R",1.78,"http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1",32453345,5e+06,5
